claimID,document_citation_count,document_influential_citation_count,author_paper_counts,author_citation_counts,author_h_indices,publish_date,majority,weighted
32,0.000,0.000,0.000,0.000,0.000,0.000,-0.444,0.000
32,0.000,0.000,0.000,0.000,0.000,0.200,-0.444,-0.240
32,0.000,0.000,0.000,0.000,0.000,0.400,-0.444,-0.240
32,0.000,0.000,0.000,0.000,0.000,0.600,-0.444,-0.240
32,0.000,0.000,0.000,0.000,0.000,0.800,-0.444,-0.240
32,0.000,0.000,0.000,0.000,0.000,1.000,-0.444,-0.240
32,0.000,0.000,0.000,0.000,0.200,0.000,-0.444,-0.233
32,0.000,0.000,0.000,0.000,0.200,0.200,-0.444,-0.333
32,0.000,0.000,0.000,0.000,0.200,0.400,-0.444,-0.321
32,0.000,0.000,0.000,0.000,0.200,0.600,-0.444,-0.295
32,0.000,0.000,0.000,0.000,0.200,0.800,-0.444,-0.282
32,0.000,0.000,0.000,0.000,0.200,1.000,-0.444,-0.274
32,0.000,0.000,0.000,0.000,0.400,0.000,-0.444,-0.233
32,0.000,0.000,0.000,0.000,0.400,0.200,-0.444,-0.288
32,0.000,0.000,0.000,0.000,0.400,0.400,-0.444,-0.333
32,0.000,0.000,0.000,0.000,0.400,0.600,-0.444,-0.345
32,0.000,0.000,0.000,0.000,0.400,0.800,-0.444,-0.321
32,0.000,0.000,0.000,0.000,0.400,1.000,-0.444,-0.306
32,0.000,0.000,0.000,0.000,0.600,0.000,-0.444,-0.233
32,0.000,0.000,0.000,0.000,0.600,0.200,-0.444,-0.269
32,0.000,0.000,0.000,0.000,0.600,0.400,-0.444,-0.304
32,0.000,0.000,0.000,0.000,0.600,0.600,-0.444,-0.333
32,0.000,0.000,0.000,0.000,0.600,0.800,-0.444,-0.356
32,0.000,0.000,0.000,0.000,0.600,1.000,-0.444,-0.336
32,0.000,0.000,0.000,0.000,0.800,0.000,-0.444,-0.233
32,0.000,0.000,0.000,0.000,0.800,0.200,-0.444,-0.259
32,0.000,0.000,0.000,0.000,0.800,0.400,-0.444,-0.288
32,0.000,0.000,0.000,0.000,0.800,0.600,-0.444,-0.312
32,0.000,0.000,0.000,0.000,0.800,0.800,-0.444,-0.333
32,0.000,0.000,0.000,0.000,0.800,1.000,-0.444,-0.351
32,0.000,0.000,0.000,0.000,1.000,0.000,-0.444,-0.233
32,0.000,0.000,0.000,0.000,1.000,0.200,-0.444,-0.252
32,0.000,0.000,0.000,0.000,1.000,0.400,-0.444,-0.277
32,0.000,0.000,0.000,0.000,1.000,0.600,-0.444,-0.298
32,0.000,0.000,0.000,0.000,1.000,0.800,-0.444,-0.316
32,0.000,0.000,0.000,0.000,1.000,1.000,-0.444,-0.333
32,0.000,0.000,0.000,0.200,0.000,0.000,-0.444,-0.248
32,0.000,0.000,0.000,0.200,0.000,0.200,-0.444,-0.377
32,0.000,0.000,0.000,0.200,0.000,0.400,-0.444,-0.330
32,0.000,0.000,0.000,0.200,0.000,0.600,-0.444,-0.302
32,0.000,0.000,0.000,0.200,0.000,0.800,-0.444,-0.287
32,0.000,0.000,0.000,0.200,0.000,1.000,-0.444,-0.278
32,0.000,0.000,0.000,0.200,0.200,0.000,-0.444,-0.251
32,0.000,0.000,0.000,0.200,0.200,0.200,-0.444,-0.308
