claimID,document_citation_count,document_influential_citation_count,author_paper_counts,author_citation_counts,author_h_indices,publish_date,majority,weighted
17,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000
17,0.000,0.000,0.000,0.000,0.000,0.200,0.700,0.353
17,0.000,0.000,0.000,0.000,0.000,0.400,0.700,0.353
17,0.000,0.000,0.000,0.000,0.000,0.600,0.700,0.353
17,0.000,0.000,0.000,0.000,0.000,0.800,0.700,0.353
17,0.000,0.000,0.000,0.000,0.000,1.000,0.700,0.353
17,0.000,0.000,0.000,0.000,0.200,0.000,0.700,0.030
17,0.000,0.000,0.000,0.000,0.200,0.200,0.700,0.235
17,0.000,0.000,0.000,0.000,0.200,0.400,0.700,0.343
17,0.000,0.000,0.000,0.000,0.200,0.600,0.700,0.346
17,0.000,0.000,0.000,0.000,0.200,0.800,0.700,0.348
17,0.000,0.000,0.000,0.000,0.200,1.000,0.700,0.349
17,0.000,0.000,0.000,0.000,0.400,0.000,0.700,0.030
17,0.000,0.000,0.000,0.000,0.400,0.200,0.700,0.135
17,0.000,0.000,0.000,0.000,0.400,0.400,0.700,0.235
17,0.000,0.000,0.000,0.000,0.400,0.600,0.700,0.305
17,0.000,0.000,0.000,0.000,0.400,0.800,0.700,0.343
17,0.000,0.000,0.000,0.000,0.400,1.000,0.700,0.345
17,0.000,0.000,0.000,0.000,0.600,0.000,0.700,0.030
17,0.000,0.000,0.000,0.000,0.600,0.200,0.700,0.091
17,0.000,0.000,0.000,0.000,0.600,0.400,0.700,0.172
17,0.000,0.000,0.000,0.000,0.600,0.600,0.700,0.235
17,0.000,0.000,0.000,0.000,0.600,0.800,0.700,0.284
17,0.000,0.000,0.000,0.000,0.600,1.000,0.700,0.324
17,0.000,0.000,0.000,0.000,0.800,0.000,0.700,0.030
17,0.000,0.000,0.000,0.000,0.800,0.200,0.700,0.067
17,0.000,0.000,0.000,0.000,0.800,0.400,0.700,0.135
17,0.000,0.000,0.000,0.000,0.800,0.600,0.700,0.189
17,0.000,0.000,0.000,0.000,0.800,0.800,0.700,0.235
17,0.000,0.000,0.000,0.000,0.800,1.000,0.700,0.273
17,0.000,0.000,0.000,0.000,1.000,0.000,0.700,0.030
17,0.000,0.000,0.000,0.000,1.000,0.200,0.700,0.052
17,0.000,0.000,0.000,0.000,1.000,0.400,0.700,0.109
17,0.000,0.000,0.000,0.000,1.000,0.600,0.700,0.158
17,0.000,0.000,0.000,0.000,1.000,0.800,0.700,0.199
17,0.000,0.000,0.000,0.000,1.000,1.000,0.700,0.235
17,0.000,0.000,0.000,0.200,0.000,0.000,0.700,-0.033
17,0.000,0.000,0.000,0.200,0.000,0.200,0.700,0.212
17,0.000,0.000,0.000,0.200,0.000,0.400,0.700,0.334
17,0.000,0.000,0.000,0.200,0.000,0.600,0.700,0.340
17,0.000,0.000,0.000,0.200,0.000,0.800,0.700,0.343
17,0.000,0.000,0.000,0.200,0.000,1.000,0.700,0.345
17,0.000,0.000,0.000,0.200,0.200,0.000,0.700,-0.002
17,0.000,0.000,0.000,0.200,0.200,0.200,0.700,0.123
17,0.000,0.000,0.000,0.200,0.200,0.400,0.700,0.223
17,0.000,0.000,0.000,0.200,0.200,0.600,0.700,0.294
17,0.000,0.000,0.000,0.200,0.200,0.800,0.700,0.338
17,0.000,0.000,0.000,0.200,0.200,1.000,0.700,0.341
17,0.000,0.000,0.000,0.200,0.400,0.000,0.700,0.009
17,0.000,0.000,0.000,0.200,0.400,0.200,0.700,0.084
17,0.000,0.000,0.000,0.200,0.400,0.400,0.700,0.164
17,0.000,0.000,0.000,0.200,0.400,0.600,0.700,0.227
17,0.000,0.000,0.000,0.200,0.400,0.800,0.700,0.276
