claimID,document_citation_count,document_influential_citation_count,author_paper_counts,author_citation_counts,author_h_indices,publish_date,majority,weighted
7,0.000,0.000,0.000,0.000,0.000,0.000,-0.714,0.000
7,0.000,0.000,0.000,0.000,0.000,0.200,-0.714,-0.280
7,0.000,0.000,0.000,0.000,0.000,0.400,-0.714,-0.280
7,0.000,0.000,0.000,0.000,0.000,0.600,-0.714,-0.280
7,0.000,0.000,0.000,0.000,0.000,0.800,-0.714,-0.280
7,0.000,0.000,0.000,0.000,0.000,1.000,-0.714,-0.280
7,0.000,0.000,0.000,0.000,0.200,0.000,-0.714,-0.296
7,0.000,0.000,0.000,0.000,0.200,0.200,-0.714,-0.347
7,0.000,0.000,0.000,0.000,0.200,0.400,-0.714,-0.322
7,0.000,0.000,0.000,0.000,0.200,0.600,-0.714,-0.310
7,0.000,0.000,0.000,0.000,0.200,0.800,-0.714,-0.304
7,0.000,0.000,0.000,0.000,0.200,1.000,-0.714,-0.299
7,0.000,0.000,0.000,0.000,0.400,0.000,-0.714,-0.296
7,0.000,0.000,0.000,0.000,0.400,0.200,-0.714,-0.348
7,0.000,0.000,0.000,0.000,0.400,0.400,-0.714,-0.347
7,0.000,0.000,0.000,0.000,0.400,0.600,-0.714,-0.331
7,0.000,0.000,0.000,0.000,0.400,0.800,-0.714,-0.322
7,0.000,0.000,0.000,0.000,0.400,1.000,-0.714,-0.315
7,0.000,0.000,0.000,0.000,0.600,0.000,-0.714,-0.296
7,0.000,0.000,0.000,0.000,0.600,0.200,-0.714,-0.333
7,0.000,0.000,0.000,0.000,0.600,0.400,-0.714,-0.360
7,0.000,0.000,0.000,0.000,0.600,0.600,-0.714,-0.347
7,0.000,0.000,0.000,0.000,0.600,0.800,-0.714,-0.336
7,0.000,0.000,0.000,0.000,0.600,1.000,-0.714,-0.328
7,0.000,0.000,0.000,0.000,0.800,0.000,-0.714,-0.296
7,0.000,0.000,0.000,0.000,0.800,0.200,-0.714,-0.325
7,0.000,0.000,0.000,0.000,0.800,0.400,-0.714,-0.348
7,0.000,0.000,0.000,0.000,0.800,0.600,-0.714,-0.359
7,0.000,0.000,0.000,0.000,0.800,0.800,-0.714,-0.347
7,0.000,0.000,0.000,0.000,0.800,1.000,-0.714,-0.338
7,0.000,0.000,0.000,0.000,1.000,0.000,-0.714,-0.296
7,0.000,0.000,0.000,0.000,1.000,0.200,-0.714,-0.320
7,0.000,0.000,0.000,0.000,1.000,0.400,-0.714,-0.339
7,0.000,0.000,0.000,0.000,1.000,0.600,-0.714,-0.356
7,0.000,0.000,0.000,0.000,1.000,0.800,-0.714,-0.356
7,0.000,0.000,0.000,0.000,1.000,1.000,-0.714,-0.347
7,0.000,0.000,0.000,0.200,0.000,0.000,-0.714,-0.135
7,0.000,0.000,0.000,0.200,0.000,0.200,-0.714,-0.275
7,0.000,0.000,0.000,0.200,0.000,0.400,-0.714,-0.288
7,0.000,0.000,0.000,0.200,0.000,0.600,-0.714,-0.285
7,0.000,0.000,0.000,0.200,0.000,0.800,-0.714,-0.284
7,0.000,0.000,0.000,0.200,0.000,1.000,-0.714,-0.283
7,0.000,0.000,0.000,0.200,0.200,0.000,-0.714,-0.216
7,0.000,0.000,0.000,0.200,0.200,0.200,-0.714,-0.283
7,0.000,0.000,0.000,0.200,0.200,0.400,-0.714,-0.322
7,0.000,0.000,0.000,0.200,0.200,0.600,-0.714,-0.312
7,0.000,0.000,0.000,0.200,0.200,0.800,-0.714,-0.305
7,0.000,0.000,0.000,0.200,0.200,1.000,-0.714,-0.301
7,0.000,0.000,0.000,0.200,0.400,0.000,-0.714,-0.242
7,0.000,0.000,0.000,0.200,0.400,0.200,-0.714,-0.287
7,0.000,0.000,0.000,0.200,0.400,0.400,-0.714,-0.320
7,0.000,0.000,0.000,0.200,0.400,0.600,-0.714,-0.331
7,0.000,0.000,0.000,0.200,0.400,0.800,-0.714,-0.322
7,0.000,0.000,0.000,0.200,0.400,1.000,-0.714,-0.316
7,0.000,0.000,0.000,0.200,0.600,0.000,-0.714,-0.256
7,0.000,0.000,0.000,0.200,0.600,0.200,-0.714,-0.289
7,0.000,0.000,0.000,0.200,0.600,0.400,-0.714,-0.315
7,0.000,0.000,0.000,0.200,0.600,0.600,-0.714,-0.337
7,0.000,0.000,0.000,0.200,0.600,0.800,-0.714,-0.335
7,0.000,0.000,0.000,0.200,0.600,1.000,-0.714,-0.328
7,0.000,0.000,0.000,0.200,0.800,0.000,-0.714,-0.264
7,0.000,0.000,0.000,0.200,0.800,0.200,-0.714,-0.290
7,0.000,0.000,0.000,0.200,0.800,0.400,-0.714,-0.312
7,0.000,0.000,0.000,0.200,0.800,0.600,-0.714,-0.331
7,0.000,0.000,0.000,0.200,0.800,0.800,-0.714,-0.346
7,0.000,0.000,0.000,0.200,0.800,1.000,-0.714,-0.337
7,0.000,0.000,0.000,0.200,1.000,0.000,-0.714,-0.269
7,0.000,0.000,0.000,0.200,1.000,0.200,-0.714,-0.291
7,0.000,0.000,0.000,0.200,1.000,0.400,-0.714,-0.310
7,0.000,0.000,0.000,0.200,1.000,0.600,-0.714,-0.326
7,0.000,0.000,0.000,0.200,1.000,0.800,-0.714,-0.340
7,0.000,0.000,0.000,0.200,1.000,1.000,-0.714,-0.346
7,0.000,0.000,0.000,0.400,0.000,0.000,-0.714,-0.135
7,0.000,0.000,0.000,0.400,0.000,0.200,-0.714,-0.219
7,0.000,0.000,0.000,0.400,0.000,0.400,-0.714,-0.275
7,0.000,0.000,0.000,0.400,0.000,0.600,-0.714,-0.290
7,0.000,0.000,0.000,0.400,0.000,0.800,-0.714,-0.288
7,0.000,0.000,0.000,0.400,0.000,1.000,-0.714,-0.286
7,0.000,0.000,0.000,0.400,0.200,0.000,-0.714,-0.189
7,0.000,0.000,0.000,0.400,0.200,0.200,-0.714,-0.241
