claimID,document_citation_count,document_influential_citation_count,author_paper_counts,author_citation_counts,author_h_indices,publish_date,majority,weighted
12,0.000,0.000,0.000,0.000,0.000,0.000,-0.750,0.000
12,0.000,0.000,0.000,0.000,0.000,0.200,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.000,0.400,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.000,0.600,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.000,0.800,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.000,1.000,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.200,0.000,-0.750,-0.266
12,0.000,0.000,0.000,0.000,0.200,0.200,-0.750,-0.368
12,0.000,0.000,0.000,0.000,0.200,0.400,-0.750,-0.322
12,0.000,0.000,0.000,0.000,0.200,0.600,-0.750,-0.308
12,0.000,0.000,0.000,0.000,0.200,0.800,-0.750,-0.301
12,0.000,0.000,0.000,0.000,0.200,1.000,-0.750,-0.297
12,0.000,0.000,0.000,0.000,0.400,0.000,-0.750,-0.266
12,0.000,0.000,0.000,0.000,0.400,0.200,-0.750,-0.348
12,0.000,0.000,0.000,0.000,0.400,0.400,-0.750,-0.368
12,0.000,0.000,0.000,0.000,0.400,0.600,-0.750,-0.335
12,0.000,0.000,0.000,0.000,0.400,0.800,-0.750,-0.322
12,0.000,0.000,0.000,0.000,0.400,1.000,-0.750,-0.314
12,0.000,0.000,0.000,0.000,0.600,0.000,-0.750,-0.266
12,0.000,0.000,0.000,0.000,0.600,0.200,-0.750,-0.319
12,0.000,0.000,0.000,0.000,0.600,0.400,-0.750,-0.379
12,0.000,0.000,0.000,0.000,0.600,0.600,-0.750,-0.368
12,0.000,0.000,0.000,0.000,0.600,0.800,-0.750,-0.341
12,0.000,0.000,0.000,0.000,0.600,1.000,-0.750,-0.330
12,0.000,0.000,0.000,0.000,0.800,0.000,-0.750,-0.266
12,0.000,0.000,0.000,0.000,0.800,0.200,-0.750,-0.306
12,0.000,0.000,0.000,0.000,0.800,0.400,-0.750,-0.348
12,0.000,0.000,0.000,0.000,0.800,0.600,-0.750,-0.395
