claimID,document_citation_count,document_influential_citation_count,author_paper_counts,author_citation_counts,author_h_indices,publish_date,majority,weighted
14,0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.000
14,0.000,0.000,0.000,0.000,0.000,0.200,0.467,0.306
14,0.000,0.000,0.000,0.000,0.000,0.400,0.467,0.306
14,0.000,0.000,0.000,0.000,0.000,0.600,0.467,0.306
14,0.000,0.000,0.000,0.000,0.000,0.800,0.467,0.306
14,0.000,0.000,0.000,0.000,0.000,1.000,0.467,0.306
14,0.000,0.000,0.000,0.000,0.200,0.000,0.467,0.134
14,0.000,0.000,0.000,0.000,0.200,0.200,0.467,0.167
14,0.000,0.000,0.000,0.000,0.200,0.400,0.467,0.241
14,0.000,0.000,0.000,0.000,0.200,0.600,0.467,0.275
14,0.000,0.000,0.000,0.000,0.200,0.800,0.467,0.283
14,0.000,0.000,0.000,0.000,0.200,1.000,0.467,0.288
14,0.000,0.000,0.000,0.000,0.400,0.000,0.467,0.134
14,0.000,0.000,0.000,0.000,0.400,0.200,0.467,0.102
14,0.000,0.000,0.000,0.000,0.400,0.400,0.467,0.167
14,0.000,0.000,0.000,0.000,0.400,0.600,0.467,0.213
14,0.000,0.000,0.000,0.000,0.400,0.800,0.467,0.241
14,0.000,0.000,0.000,0.000,0.400,1.000,0.467,0.261
14,0.000,0.000,0.000,0.000,0.600,0.000,0.467,0.134
14,0.000,0.000,0.000,0.000,0.600,0.200,0.467,0.105
14,0.000,0.000,0.000,0.000,0.600,0.400,0.467,0.118
14,0.000,0.000,0.000,0.000,0.600,0.600,0.467,0.167
14,0.000,0.000,0.000,0.000,0.600,0.800,0.467,0.200
14,0.000,0.000,0.000,0.000,0.600,1.000,0.467,0.224
14,0.000,0.000,0.000,0.000,0.800,0.000,0.467,0.134
14,0.000,0.000,0.000,0.000,0.800,0.200,0.467,0.112
14,0.000,0.000,0.000,0.000,0.800,0.400,0.467,0.102
14,0.000,0.000,0.000,0.000,0.800,0.600,0.467,0.133
14,0.000,0.000,0.000,0.000,0.800,0.800,0.467,0.167
14,0.000,0.000,0.000,0.000,0.800,1.000,0.467,0.193
14,0.000,0.000,0.000,0.000,1.000,0.000,0.467,0.134
14,0.000,0.000,0.000,0.000,1.000,0.200,0.467,0.117
14,0.000,0.000,0.000,0.000,1.000,0.400,0.467,0.103
14,0.000,0.000,0.000,0.000,1.000,0.600,0.467,0.105
14,0.000,0.000,0.000,0.000,1.000,0.800,0.467,0.141
14,0.000,0.000,0.000,0.000,1.000,1.000,0.467,0.167
14,0.000,0.000,0.000,0.200,0.000,0.000,0.467,0.088
14,0.000,0.000,0.000,0.200,0.000,0.200,0.467,0.242
14,0.000,0.000,0.000,0.200,0.000,0.400,0.467,0.277
14,0.000,0.000,0.000,0.200,0.000,0.600,0.467,0.293
14,0.000,0.000,0.000,0.200,0.000,0.800,0.467,0.302
14,0.000,0.000,0.000,0.200,0.000,1.000,0.467,0.308
14,0.000,0.000,0.000,0.200,0.200,0.000,0.467,0.111
14,0.000,0.000,0.000,0.200,0.200,0.200,0.467,0.150
14,0.000,0.000,0.000,0.200,0.200,0.400,0.467,0.222
14,0.000,0.000,0.000,0.200,0.200,0.600,0.467,0.255
14,0.000,0.000,0.000,0.200,0.200,0.800,0.467,0.272
14,0.000,0.000,0.000,0.200,0.200,1.000,0.467,0.283
14,0.000,0.000,0.000,0.200,0.400,0.000,0.467,0.119
14,0.000,0.000,0.000,0.200,0.400,0.200,0.467,0.109
14,0.000,0.000,0.000,0.200,0.400,0.400,0.467,0.163
14,0.000,0.000,0.000,0.200,0.400,0.600,0.467,0.204
14,0.000,0.000,0.000,0.200,0.400,0.800,0.467,0.231
14,0.000,0.000,0.000,0.200,0.400,1.000,0.467,0.250
14,0.000,0.000,0.000,0.200,0.600,0.000,0.467,0.123
14,0.000,0.000,0.000,0.200,0.600,0.200,0.467,0.110
14,0.000,0.000,0.000,0.200,0.600,0.400,0.467,0.121
14,0.000,0.000,0.000,0.200,0.600,0.600,0.467,0.164
14,0.000,0.000,0.000,0.200,0.600,0.800,0.467,0.195
14,0.000,0.000,0.000,0.200,0.600,1.000,0.467,0.217
14,0.000,0.000,0.000,0.200,0.800,0.000,0.467,0.125
14,0.000,0.000,0.000,0.200,0.800,0.200,0.467,0.115
14,0.000,0.000,0.000,0.200,0.800,0.400,0.467,0.109
14,0.000,0.000,0.000,0.200,0.800,0.600,0.467,0.133
14,0.000,0.000,0.000,0.200,0.800,0.800,0.467,0.165
14,0.000,0.000,0.000,0.200,0.800,1.000,0.467,0.189
